language_name_in_Kikuyu,language_name_in_Cambodian,language_name_in_Sarnami,language_name_in_Khoekhoegowab,language_name_in_Haitian,language_name_in_Tojolabal,language_name_in_Croatian,language_name_in_Herero,language_name_in_Serbian,language_name_in_Waray-Waray,language_name_in_Kikaonde,language_name_in_Kongo,language_name_in_Lhukonzo,language_name_in_Ukrainian,language_name_in_Kabyle,language_name_in_Aymara,language_name_in_Toba,language_id,language_name_in_Huastec,language_name_in_Hindi,language_name_in_Nzema,language_name_in_Ndonga,language_in_English,language_name_in_Kwanyama,language_name_in_Punjabi,language_name_in_Faeroese,language_name_in_Georgian,language_name_in_Greenlandic,language_name_in_Miskito,language_name_in_Hungarian,language_name_in_Efik,language_name_in_Rapa,language_name_in_Bicol,language_name_in_Afrikaans,language_name_in_Armenian,language_name_in_Wolaita,language_name_in_Huave,language_name_in_Kikamba,language_name_in_Hausa,language_name_in_Amharic,language_name_in_Norwegian,language_name_in_Kisonge,language_name_in_Nahuatl,language_name_in_Nepali,language_name_in_Solomon,language_name_in_Kirghiz,language_name_in_Ndebele,language_name_in_Rarotongan,language_name_in_Korean,language_name_in_Zapotec,language_name_in_Baoule,language_name_in_Dutch,language_name_in_Aukan,language_name_in_Tlapanec,language_name_in_Pangasinan,language_name_in_Russian,language_name_in_Ewe,language_name_in_Mauritian,language_name_in_Uruund,language_name_in_Voru,language_name_in_Spanish,language_name_in_Greek,language_name_in_Lingala,language_name_in_Estonian,language_name_in_Vezo,language_name_in_Rumanyo,language_name_in_Luganda,language_name_in_Lithuanian,language_name_in_Mayo,language_name_in_Lamba,language_name_in_Yoruba,language_name_in_Sepedi,language_name_in_Kinyarwanda,language_name_in_Dangme,language_name_in_Tarascan,language_name_in_Rutoro,language_name_in_Wayuunaiki,language_name_in_Mixtec,language_name_in_Cebuano,language_name_in_Sango,language_name_in_Quechua,language_name_in_Tiv,language_name_in_Guna,language_name_in_Maya,language_name_in_Sranantongo,language_name_in_Acholi,language_name_in_Xhosa,language_name_in_Tetum,language_name_in_Krio,language_name_in_Isoko,language_name_in_Oromo,language_name_in_Saramaccan,language_name_in_Quichua,language_name_in_Azerbaijani,language_name_in_Chin,language_name_in_Romanian,language_name_in_Bulgarian,language_name_in_Quiche,language_name_in_Kalenjin,language_name_in_Lahu,language_name_in_Mbunda,language_name_in_Swati,language_name_in_Tsonga,language_name_in_Kisi,language_name_in_Cinyanja,language_name_in_Shona,language_name_in_Newari,language_name_in_Slovenian,language_name_in_Zande,language_name_in_Tamil,language_name_in_Mambwe-Lungu,language_name_in_Icelandic,language_name_in_Runyankore,language_name_in_Guarani,language_name_in_Mongolian,language_name_in_Kiluba,language_name_in_Tagalog,language_name_in_Ngabere,language_name_in_Kwangali,language_name_in_Italian,language_name_in_Iloko,language_name_in_Portuguese,language_name_in_Hiligaynon,language_name_in_Tzotzil,language_name_in_Myanmar,language_name_in_Ateso,language_name_in_Finnish,language_name_in_Welsh,language_name_in_Zulu,language_name_in_Chol,language_name_in_Sesotho,language_name_in_Otomi,language_name_in_Mazatec,language_name_in_Tajiki,language_name_in_Kekchi,language_name_in_Mam,language_name_in_Lenje,language_name_in_Kalanga,language_name_in_Somali,language_name_in_Tarahumara,language_name_in_Vietnamese,language_name_in_Gujarati,language_name_in_Marathi,language_name_in_French,language_name_in_Sinhala,language_name_in_Frafra,language_name_in_Indonesian,language_name_in_Luvale,language_name_in_Tongan,language_name_in_Danish,language_name_in_Japanese,language_name_in_Niuean,language_name_in_Polish,language_name_in_Tankarana,language_name_in_Czech,language_name_in_Chinese,language_name_in_Garifuna,language_name_in_Maltese,language_name_in_Venda,language_name_in_Nuer,language_name_in_Sidama,language_name_in_Mayangna,language_name_in_Thai,language_name_in_Swahili,language_name_in_Luo,language_name_in_English,language_name_in_Latvian,language_name_in_Kazakh,language_name_in_Irish,language_name_in_Macedonian,language_name_in_Mixe,language_name_in_Tahitian,language_name_in_Samoan,language_name_in_Lugbara,language_name_in_Tatar,language_name_in_Albanian,language_name_in_Turkish,language_name_in_Totonac,language_name_in_Tswana,language_name_in_Slovak,language_name_in_Swedish,language_name_in_Ga,language_name_in_Kurdish,language_name_in_Twi,language_name_in_Tokelauan,language_name_in_Malagasy,language_name_in_Papiamento,language_name_in_Romany,language_name_in_Tzeltal,language_name_in_Cakchiquel,language_name_in_Wichi,language_name_in_German,language_name_in_Igbo,language_name_in_Ossetian,language_name_in_Mapudungun,language_name_in_Tigrinya,language_name_in_Seychelles
Kĩwichi,Wichi,Wichí,Wichi,Wichi,wichi,wichi,Wichi,viči,Wichi,Wichi,Wichi,Wichi,вічі,Wichi,Mataco,wichi,jw_wch,wichi,विची,Wichi,Wichi,Wichi,Wichi,ਵੀਕੀ,Wichi,ვიჩი,Wichi,wichi,matako,Wichi,wichi,Wichi,Wichi,Վիչի,Wichi,wichi,Kĩwiki,Wichi,ዊቺ,Wichi,Wichi,wichi,विची,Wichi,уичи,Wichi,Wichi,위치어,wichi,Wichi,Wichí,Wichitongo,Wichi,Wichi,вичи,Wichi,Wichi,rudim,wichi,wichi,Γουίτσι,Wichi,vitši,Wichi,Wichi,Wichi,vičų,wichi,Wichi,Wichi,Sewichi,Ikiwici,Wichi,wichi,Wichi,Wichi,Wichi,Wichi,Wichi,Wichi,Wichi,wichi,wichi,Wichitongo,Wichi,isiWichi,Wichi,Wichi,Wichi,Wichi,Wichitongo,wichi,уичи,Wichi,Wichi,вичи,wichi,Wichi,Wichi,Wichi,SiWichi,Wichi,Wichi,Ciwichi,Wichi,विची,vičiščina,Wichi,விசி,Wichi,wichi,Wichi,wichi,wichi,Kiwishi,Wichi,wichi,Ruwichi,wichí,Wichi,Wichi,Wichi,wichi,ဝီချီ,Wichi,wichi,Wicî,IsiWichi,Wichi,Sewichi,Wichi,wichi,вичи,wichi,wichi,Ciwichi,Wichi,Wichi,wichi,Wichi,વીખી,विची,Wichi,Wichi,Wichi,Wichi,Wichi,Wichi,Wichi,ウィチ語,Wichi,wichi,Wichi,wichí,威奇語,Wichi,Wichi,Wichi,Thok,Wichii,wichi,วิชิ,Kiwichi,Wichi,Wichi,Viču,вичи,Wichi,вичи,wichi,Wichi,Wichi,Wichi,вичи,uiçi,Wichi,wichi,Wichi,wichi,Wichi,Wichi,Vîçhî,Wichi,Wichi,Wichi,Wichi,Viči,wichi,wichi,wichi,Wichi,Wichi,вичи,wichi,ዊቺ,Wichi
Kĩfinnish,ហ្វាំងឡង់,Fins,Finnish,Finwa,finlandés,finski,Finnish,finski,Finnish,Finnish,Finnish,Finnish,фінська,Finnish,Finlandés,finlandés,fi,finlandés,फिनिश,Finnish,Finnish,Finnish,Finnish,ਫਿਨੀ,Finskt,ფინური,Finlandimiutut,finlandés,finn,Finnish,finlandés,Finnish,Fins,Ֆիններեն,Finlande,finlandés,Kĩvinilandi,Finnish,ፊኒሽ,Finsk,Finnois,finlandés,फिनिश,Finnish,финн,Finnish,Finnish,핀란드어,finlandés,Finnois,Fins,Fensitongo,Finlandés,Finnish,финский,Finnish,Finnish,rudim,soome,finlandés,Φινλανδική,Finnois,soome,Failandey,Finnish,Finnish,suomių,finlandés,Finnish,Finnish,Sefinishi,Igifinwa,Finnish,finlandés,Finnish,Finlandés,Finlandés,Finnish,Finnois,Finlandés,Finnish,finlandés,finlandés,Fensitongo,Finnish,IsiFinnish,Finlandés,Finnish,Finnish,Fiinish,Fensitongo,finlandés,фин,Finland,Finlandeză,фински,finlandés,Finnish,Finnish,Finnish,SiFinnish,Finnish,Finnish,Cifinnish,Finnish,फिनिश,finščina,Finnish,பின்னிஷ்,Finnish,finnska,Finnish,finlandés,финлянд,Kifinwa,Finnish,finlandés,Rufinish,finlandese,Finnish,Finlandês,Finnish,finlandés,ဖင်လန်,Finnish,suomi,Ffinneg,IsiFinishi,Finlandés,Sefinnishe,Finlandés,finlandés,финӣ,finlandés,finlandés,Cifinnish,Finnish,Finnish,finlandés,Phần,ફિન્નિશ,फिनिश,Finnois,Finnish,Finnish,Suomi,Finnish,Finnish,Finsk,フィンランド語,Finnish,fiński,Failandey,finština,芬蘭語,Finlandés,Finlandiż,Finnish,Thok,Finilaandete,finlandés,ฟินแลนด์,Kifini,Finnish,Finnish,Somu,фин,Fionlainnis,фински,finlandés,Filelane,Finilani,Finnish,фин,finlandisht,Fince,finlandés,Finnish,fínčina,Finska,Finland,Fînyî,Finnish,Faka-Finilani,Failandey,Finlandes,Finsko,finlandés,finlandés,finlandés,Finnisch,Finnish,финаг,finlandés,ፊንላንድኛ,Finnish
Kĩromania,រ៉ូម៉ានី,Roemeens,Romanian,Woumen,rumano,rumunjski,Romanian,rumunski,Romanian,Romanian,Romanian,Romanian,румунська,Romanian,Rumano,rumano,ro,rumano,रोमानियन,Romanian,Romanian,Romanian,Romanian,ਰੋਮਾਨੀਅਨ,Rumenskt,რუმინული,Rumæniamiutut,rumano,román,Usem,rumano,Romanian,Roemeens,Ռումիներեն,Rumaniyaa,rumano,Kĩlomania,Romanian,ሮማንያኛ,Rumensk,Roumain,rumano,रोमानियन,Romanian,румын,Romanian,Reo,루마니아어,rumano,Roumain,Roemeens,Rumeiniatongo,Rumano,Romanian,румынский,Romanian,Romanian,rudim,rumeenia,rumano,Ρουμανική,Roumain,rumeenia,Romanianina,Romanian,Romanian,rumunų,rumano,Romanian,Romanian,Seromania,Ikinyarumaniya,Romanian,rumano,Romanian,Rumano,Rumano,Romanian,Roumain,Rumano,Romanian,rumano,rumano,Rumeiniatongo,Romanian,IsiRomania,Romenu,Romanian,Romanian,Afaan,Rumeiniatongo,rumano,румын,Romania,Română,румънски,rumano,Romanian,Romanian,Romanian,SiRomania,Romanian,Romanian,Ciromaniya,Romanian,रोमानियन,romunščina,Romanian,ருமேனியன்,Romanian,rúmenska,Romanian,rumano,румын,Kilumani,Romanian,rumano,Ruromania,romeno,Romanian,Romeno,Romanian,rumano,ရိုမေးနီးယား,Romanian,romania,Rwmaneg,IsiRomania,Rumano,Seromania,Rumano,rumano,руминӣ,rumano,rumano,Ciloma,Romanian,Romanian,rumano,Ru-ma-ni,રોમેનિયન,रोमेनियन,Roumain,Romanian,Romanian,Rumania,Romanian,Romanian,Rumænsk,ルーマニア語,Faka-Romania,rumuński,Romanianina,rumunština,羅馬尼亞語,Rumano,Rumen,Romanian,Thok,Romaaniyu,rumano,โรมาเนีย,Kirumania,Romanian,Romanian,Rumāņu,румын,Rómáinis,романски,rumano,Rumania,Romanian,Romanian,румын,rumanisht,Rumence,rumano,Romanian,rumunčina,Rumänska,Romania,Rûmenî,Romanian,Faka-Lomania,Romanianina,Rumano,Romansko,rumano,rumano,rumano,Rumänisch,Romanian,румынаг,rumano,ሩመንያኛ,Romanian
Kĩuruund,Uruund,Uruund,Uruund,Ouwound,uruund,uruund,Uruund,urund,Uruund,Uruund,Uruund,Uruund,уруунд,Uruund,Uruund,uruund,rnd,uruund,उरुउंड,Uruund,Uruund,Uruund,Uruund,ਊਰੂੰਡ,Uruund,ურუუნდი,Urundi,uruund,ruund,Uruund,uruund,Uruund,Uruund,Ուրուունդ,Uruund,uruund,Kĩuluunda,Uruund,ኡሩንድ,Uruund,Uruund,uruund,उरुन्ड्,Uruund,уруунд,Uruund,Uruund,우루운드어,uruund,Uruund,Uruund,Urundtongo,Uruund,Uruund,руунд,Uruund,Uruund,Uruund,ruundi,uruund,Ουρούντ,Uruund,ruundi,Uruund,Uruund,Uruund,čilunda,uruund,Uruund,Uruund,Seuruund,Ikiwurundu,Uruund,uruund,Uruund,Uruund,Uruund,Uruund,Uruund,Uruund,Uruund,uruund,uruund,Urundtongo,Uruund,IsiUruund,Uruund,Uruund,Uruund,Uruundi,Urundtongo,urdu,уруунд,Uruund,Uruund,урунд,uruund,Uruund,Uruund,Uruund,Si-Uruund,Uruund,Uruund,Ciurundi,Uruund,उरुन्ड्,urundščina,Uruund,உரூண்ட்,Uruund,uruund,Uruund,uruund,уруунд,Kikalunda,Uruund,uruund,Ruuruund,uruund,Uruund,Uruund,Uruund,uruund,ယူရွန်,Uruund,uruund,Wrwwnd,Isi-Uruund,Uruund,Seuruund,Uruund,uruund,руунд,uruund,uruund,Ciuruund,Uruund,Uruund,uruund,Uruund,યુરૂન્ડ,उरूउंड,Uruund,Uruund,Uruund,Uruund,Uruund,Uruund,Urundi,ウルウンド語,Uruund,uruund,Uruund,uruund,北隆達語,Uruund,Uruund,Uruund,Thok,Urundi,uruund,อูรูอุนด์,Kiuruund,Uruund,Uruund,Uruundu,руунд,Uruund,урунд,uruund,Uruund,Uruund,Uruund,руунд,urunde,Uruund,uruund,Uruund,uruund,Uruund,Uruund,Ûrûndî,Uruund,Uruund,Uruund,Uruund,Urund,uruund,uruund,uruund,Ruund,Uruund,руунд,uruund,ኡሩንድ,Uruund
Kĩmam,Mam,Mam,Mam,Mam,mam,mam,Mam,mam,Mam,Mam,Mam,Mam,мам,Mam,Mam,mam,mam,mam,माम,Mam,Mam,Mam,Mam,ਮਾਮ,Mam,მამი,Mam,mam,mam,Mam,mam,Mam,Mam,Մամ,Mam,mam,Kĩmamu,Mam,ማም,Mam,Mam,mam,माम,Mam,мам,Mam,Mam,맘어,mam,Mam,Mam,Mamtongo,Mam,Mam,мам,Mam,Mam,rudim,mami,mam,Μαμ,Mam,mami,Mam,Mam,Mam,mamų,mam,Mam,Mam,Semam,Ikimamu,Mam,mam,Mam,Mam,Mam,Mam,Mam,Mam,Mam,mam,mam,Mamtongo,Mam,IsiMam,Mam,Mam,Mam,Maam,Mamtongo,mam,мам,Mam,Mam,мам,mam,Mam,Mam,Mam,SiMam,Mam,Mam,Cimam,Mam,माम,mamščina,Mam,மாம்,Mam,mam,Mam,mam,mam,Kimam,Mam,mam,Rumam,mam,Mam,Mam,Mam,mam,မမ်,Mam,mam,Mameg,IsiMam,Mam,Semam,Mam,mam,мам,mam,mam,Cimam,Mam,Mam,mam,Mam,મેમ્મ,माम,Mam,Mam,Mam,Mam,Mam,Mam,Mam,マム語,Mam,mam,Mam,mam,馬姆語,Mam,Mam,Mam,Thok,Mami,mam,มัม,Kimamu,Mam,Mam,Mamu,мам,Mam,мам,mam,Mam,Mam,Mam,мам,mame,Mama,mam,Mam,mam,Mam,Mam,Mamyî,Mam,Mam,Mam,Mam,Mam,mam,mam,mam,Mam,Mam,мам,mam,ማም,Mam
Kĩjapani,ជប៉ុន,Japans,Japanese,Japonè,japonés,japanski,Japanese,japanski,Japanese,Japanese,Japanese,Japanese,японська,Japanese,Japonés,japonés,ja,japonés,जापानी,Japanese,Japanese,Japanese,Japanese,ਜਪਾਨੀ,Japanskt,იაპონური,Japanimiutut,japonés,japán,Japanese,japonés,Hapon,Japannees,Ճապոներեն,Jaappaanettuwaa,japonés,Kĩngayavani,Japanese,ጃፓንኛ,Japansk,Japonais,japonés,जापानी,Japanese,жапон,Japanese,Reo,일본어,japonés,Japonais,Japans,Yapantongo,Japonés,Japanese,японский,Japanese,Japanese,rudim,jaapani,japonés,Ιαπωνική,Japonais,jaapani,Japoney,Japanese,Japanese,japonų,japonés,Japanese,Japanese,Sejapane,Ikiyapani,Japanese,japonés,Japanese,Japonés,Japonés,Japanese,Japonais,Japonés,Japanese,japonés,japonés,Yapantongo,Japanese,IsiJapan,Japonés,Japanese,Japanese,Afaan,Yapantongo,japonés,јапон,Japan,Japoneză,японски,japonés,Japanese,Jaˬpanˍ,Japanese,SiJapane,Japanese,Japanese,Cijapanese,Japanese,जापानी,japonščina,Japanese,ஜாப்பனீஸ்,Japanese,japanska,Japanese,japonés,япон,Kijampani,Japanese,japonés,Ruyapani,giapponese,Japanese,Japonês,Japanese,japonés,ဂျပန်,Japanese,japani,Japaneg,IsiJapane,Japonés,Sejapane,Japonés,japonés,ҷопонӣ,japonés,japonés,Cijapanese,Japanese,Japanese,japonés,Nhật,જાપાની,जपानी,Japonais,Japanese,Japanese,Jepang,Japanese,Japanese,Japansk,日本語,Faka-Sapanī,japoński,Japoney,japonština,日語,Japonés,Ġappuniż,Japanese,Thok,Jaappaanete,japonés,ญี่ปุ่น,Kijapani,Japanese,Japanese,Japāņu,жапон,Seapáinis,јапонски,japonés,Tapone,Iapani,Japanese,япон,japonisht,Japonca,japonés,Sejapane,japončina,Japanska,Japan,Caponî,Japanese,Faka-Iapani,Japoney,Hapones,Japonsko,japonés,japonés,japonés,Japanisch,Japanese,япойнаг,japonés,ጃፓንኛ,Japanese
Kĩhispania,អេស្ប៉ាញ,Spaans,Spanish,Espayòl,español,španjolski,Spanish,španski,Spanish,Spanish,Spanish,Spanish,іспанська,Spanish,Español,español,es,español,स्पैनिश,Spanish,Spanish,Spanish,Spanish,ਸਪੇਨੀ,Spanskt,ესპანური,Spaniamiutut,español,spanyol,Usem,tire,Español,Spaans,Իսպաներեն,Isppeene,español,Kĩisivania,Spanish,ስፓንኛ,Spansk,Espagnol,español,स्पेनिश,Spanish,испан,Spanish,Reo,스페인어,dîdzxtely,Espagnol,Spaans,Spanyorotongo,Español,Spanish,испанский,Spanish,Spanish,rudim,hispaania,español,Ισπανική,Espagnol,hispaania,Espaniola,Spanish,Spanish,ispanų,yöri,Spanish,Sípáníìṣì,Sepanishi,Icyesipanyoli,Spanish,español,Spanish,Alijunaiki,Español,Spanish,Espagnol,Español,Ispania,español,español,Spanyorotongo,Spanish,ISpanish,Españól,Spanish,Spanish,Ispaanish,Spanyorotongo,español,испан,Spain,Spaniolă,испански,español,Spanish,Spanish,Spanish,Sipanishi,Spanish,Spanish,Cisipaniya,Spanish,स्पेनिश,španščina,Spanish,ஸ்பானிஷ்,Spanish,spænska,Spanish,español,испани,Kieshipanyole,Spanish,suliare,Rusipanye,spagnolo,Spanish,Espanhol,Spanish,español,စပိန်,Spanish,espanja,Sbaeneg,ISpanishi,Español,Sepanishe,Español,español,испанӣ,español,español,Cispanish,Spanish,Spanish,español,Tây,સ્પૅનિશ,स्पॅनिश,Espagnol,Spanish,Spanish,Spanyol,Spanish,Spanish,Spansk,スペイン語,Faka-Sepania,hiszpański,Espaniola,španělština,西班牙語,Chumagü,spanjol,Spanish,Thok,Ispeenete,español,สเปน,Kihispania,Spanish,Spanish,Spāņu,испан,Spáinnis,шпански,español,Paniora,Sepania,Spanish,испан,spanjisht,İspanyolca,español,Spanish,španielčina,Spanska,Spania,Îspanî,Spanish,Faka-Hepania,Espaniola,Spañó,Špansko,español,español,español,Spanisch,Spanish,испайнаг,español,ስጳንኛ,Spanish
Kĩniue,Niuean,Niueaans,Niuean,Niwouyean,niueano,niue,Niuean,niue,Niuean,Niuean,Niuean,Niuean,ніуе,Niuean,Niueano,niueano,niu,niueano,नीउएन,Niuean,Niuean,Niuean,Niuean,ਨਿਊਈ,Niuean,ნიუეანი,Niuemiutut,niueano,niue,Niuean,niueano,Niuean,Niueaans,Նիուե,Niwu,niueano,Kĩniuea,Niuean,ኒዩየን,Nieuansk,Niue,niueano,निऊ,Niuean,ниуэ,Niuean,Reo,니우에어,niueano,Niue,Niueaans,Ni-weitongo,Niueano,Niuean,ниуэ,Niuean,Niuean,rudim,niue,niueano,Νιουέαν,Niue,niue,Niue,Niuean,Niuean,niujiečių,niueano,Niuean,Niuean,Seniue,Ikiniwuwe,Niuean,niueano,Niuean,Niueano,Niueano,Niuean,Niue,Niueano,Niuean,niueano,niueano,Ni-weitongo,Niuean,IsiNiuea,Niuean,Niuean,Niuean,Nii’uyaan,Ni-weitongo,niueano,Ниуе,Niuean,Niueană,ниуе,niueano,Niuean,Niuean,Niuean,SiNiuean,Niuean,Niuean,Ciniuean,Niuean,निऊ,niujščina,Niuean,நியூயன்,Niuean,níveyska,Niuean,niueano,ниуэ,Kiniue,Niuean,niueano,Runiuean,niueano,Niuean,Niueano,Niuean,niueano,နီယူအီယန်,Niuean,niue,Niŵeg,IsiNiue,Niueano,Seniuean,Niueano,niueano,ниуэ,niueano,niueano,Ciniuea,Niuean,Niuean,niueano,Niue,નીયુવેયન,नियुआन,Niue,Niuean,Niuean,Niue,Niuean,Niuean,Niueansk,ニウエ語,Faka-Niue,niue,Niue,niueština,紐埃語,Niueano,Njuean,Niuean,Thok,Niooyani,niueano,นีอูเอ,Kiniue,Niuean,Niuean,Niuāņu,ниуэ,Niuean,ниујски,niueano,Niue,Niuean,Niuean,ниуэ,niueane,Niue,niueano,Niuean,niueština,Niue,Niue,Nîûe,Niuean,Faka-Niue,Niue,Niuean,Niujsko,niueano,niueano,niueano,Niue,Niuean,ниуэ,niueano,ኒዩየን,Niuean
Gĩcroatia,ក្រូអាស៊ី,Kroatisch,Croatian,Kwowat,croata,hrvatski,Croatian,hrvatski,Croatian,Croatian,Croatian,Croatian,хорватська,Croatian,Croata,croata,hr,croata,क्रोएशियन,Croatian,Croatian,Croatian,Croatian,ਕ੍ਰੋਏਸ਼ੀਅਨ,Kroatiskt,ხორვატული,Kroatiamiutut,croata,horvát,Croatia,croata,Croatian,Kroaties,Խորվաթերեն,Kiro`eshiyaa,croata,Kĩkuloesia,Croatian,ክሮሽያኛ,Kroatisk,Croate,croata,क्रोएसियन,Croatian,хорват,Croatian,Croatian,크로아티아어,croata,Croate,Kroatisch,Krowâsiatongo,Croata,Croatian,хорватский,Croatian,Croatian,rudim,horvaadi,croata,Κροατική,Croate,horvaadi,Kroaty,Croatian,Croatian,kroatų,croata,Croatian,Croatian,se-Croatia,Igikorowate,Croatian,croata,Croatian,Croata,Croata,Croatian,Croate,Croata,Croatian,croata,croata,Krowâsiatongo,Croatian,IsiCroatia,Kroata,Croatian,Croatian,Afaan,Krowâsiatongo,croata,хорват,Croatia,Croată,хърватски,croata,Croatian,Croatian,Croatian,SiCroatia,Croatian,Croatian,Cicroatiya,Croatian,क्रोएसियन,hrvaščina,Croatian,குரோஷியன்,Croatian,króatíska,Croatian,croata,хорват,Kikroate,Croatian,croata,Rucroatia,croato,Croatian,Croata,Croatian,croata,ခရိုအေးရှား,Croatian,kroatia,Croateg,IsiCroatia,Croata,Secroatia,Croata,croata,хорватӣ,croata,croata,Cicroatia,Croatian,Croatian,croata,Croatia,ક્રોએશિયન,क्रोएशियन,Croate,Croatian,Croatian,Kroat,Croatian,Croatian,Kroatisk,クロアチア語,Croatian,chorwacki,Kroaty,chorvatština,克羅地亞語,Croata,Kroat,Croatian,Thok,Kiroeshiyu,croata,โครเอเชีย,Kikroatia,Croatian,Croatian,Horvātu,хорват,Cróitis,хрватски,croata,Croate,Croatian,Croatian,хорват,kroatisht,Hırvatça,croata,Croatian,chorvátčina,Kroatiska,Croatia,Xorvatî,Croatian,Croatian,Kroaty,Kroata,Hrvatsko,croata,croata,croata,Kroatisch,Croatian,хорватаг,croata,ክሮአሽያኛ,Croatian
Gĩchol,Chol,Chol,Chol,Chòl,chol,čol,Chol,čol,Chol,Chol,Chol,Chol,чоль,Chol,Chol,chol,ctu,chol,चोल,Chol,Chol,Chol,Chol,ਚੋਲ,Chol,ჩოლი,Chol,chol,kol,Chol,chol,Chol,Chol,Չոլ,CHol,chol,Kĩkyoli,Chol,ቾል,Chol,Chol,chol,चोल,Chol,чол,Chol,Chol,촐어,chol,Chol,Chol,Choltongo,Chol,Chol,чоль,Chol,Chol,rudim,tšoli,chol,Τσολ,Chol,tšoli,Chol,Chol,Chol,čolų,chol,Chol,Chol,se-Chol,Igicoli,Chol,chol,Chol,Chol,Chol,Chol,Chol,Chol,Chol,chol,chol,Choltongo,Chol,IsiChol,Chol,Chol,Chol,Chool,Choltongo,chol,чол,Chol,Chol,чол,chol,Chol,Chol,Chol,SiChol,Chol,Chol,Cichol,Chol,चोल,čolščina,Chol,சோல்,Chol,chol,Chol,chol,холь,Kichol,Chol,chol,Ruchol,chol,Chol,Chol,Chol,chol,ခိုလ်,Chol,chol,Tsioleg,IsiChol,Chol,Sechol,Chol,chol,чол,chol,chol,Cichol,Chol,Chol,chol,Chol,ચોલ,चोल,Chol,Chol,Chol,Chol,Chol,Chol,Chol,チョール語,Chol,czol,Chol,čol,喬爾語,Chol,Chol,Chol,Thok,Chol,chol,โชล,Kichol,Chol,Chol,Čolu,чоль,Chol,кол,chol,Chol,Chol,Chol,чоль,çole,Çol,chol,Chol,chol,Chol,Chol,Çolî,Chol,Chol,Chol,Chol,Kol,chol,chol,chol,Chol,Chol,чоль,chol,ቾል,Chol
Kĩoromo,Oromo,Oromo,Oromo,Owomo,oromo,oromo,Oromo,oromo,Oromo,Oromo,Oromo,Oromo,оромо,Oromo,Oromo,oromo,om,oromo,ओरोमो,Oromo,Oromo,Oromo,Oromo,ਓਰੋਮੋ,Oromo,ორომო,Oromo,oromo,orokaiva,Oromo,oromo,Oromo,Oromo,Օրոմո,Oroomottuwaa,oromo,Kĩolomo,Oromo,ኦሮምኛ,Oromo,Oromo,oromo,ओरोमो,Oromo,оромо,Oromo,Oromo,오로모어,oromo,Oromo,Oromo,Oromotongo,Oromo,Oromo,оромо,Oromo,Oromo,rudim,oromo,oromo,Ορόμο,Oromo,oromo,Oromo,Oromo,Oromo,oromų,oromo,Oromo,Oromo,Seoromo,Icyoromo,Oromo,oromo,Oromo,Oromo,Oromo,Oromo,Oromo,Oromo,Oromo,oromo,oromo,Oromotongo,Oromo,IsiOromo,Oromo,Oromo,Oromo,Oromoo,Oromotongo,oromo,оромо,Oromo,Galla,оромо,oromo,Oromo,Oromo,Oromo,Si-Oromo,Oromo,Oromo,Cioromo,Oromo,ओरोमो,oromoščina,Oromo,ஓரோமோ,Oromo,oromo,Oromo,oromo,оромо,Kioromo,Oromo,oromo,Ruromo,oromo,Oromo,Oromo,Oromo,oromo,အိုရိုမို,Oromo,oromo,Oromo,Isi-Oromo,Oromo,Seoromo,Oromo,oromo,оромо,oromo,oromo,Cioromo,Oromo,Oromo,oromo,Oromo,ઓરોમો,ओरोमो,Oromo,Oromo,Oromo,Oromo,Oromo,Oromo,Oromo,オロモ語,Oromo,oromo,Oromo,oromština,奧洛莫語,Oromo,Oromo,Oromo,Thok,Oromote,oromo,โอโรโม,Kioromo,Oromo,Oromo,Oromu,оромо,Oromo,оромо,oromo,Oromo,Oromo,Oromo,оромо,oromo,Oromo,oromo,Oromo,oromo,Oromo,Oromo,Oromî,Oromo,Oromo,Oromo,Oromo,Oromo,oromo,oromo,oromo,Oromo,Oromo,оромо,oromo,ኦሮምኛ,Oromo
